interaction_id,merchant_id,date,category,issue,channel,resolution_status,resolution_time_days
INT743540,BPM100985,2025-04-08,Financial,Settlement Delay,WhatsApp,Resolved,5.0
INT906861,BPM100985,2025-02-20,Product,Device Replacement,Email,Resolved,3.0
INT320316,BPM100987,2025-03-15,Account,Account Update,Email,Resolved,0.0
INT554358,BPM100987,2025-03-04,Product,New Product Inquiry,WhatsApp,Pending,11.0
INT688626,BPM100988,2025-02-19,Product,New Product Inquiry,Field Agent,Resolved,2.0
INT984469,BPM100988,2025-04-18,Technical,Login Issues,Email,Resolved,1.0
INT557221,BPM100988,2025-05-19,Account,Bank Account Change,In-App,Resolved,1.0
INT184302,BPM100989,2025-03-12,Account,Password Reset,Phone,Resolved,3.0
INT186063,BPM100989,2025-03-06,Account,Password Reset,In-App,Pending,9.0
INT430516,BPM100989,2025-03-16,Account,KYC Verification,Email,Pending,11.0
INT186229,BPM100990,2025-04-05,Product,Pricing Query,Phone,Resolved,0.0
INT346273,BPM100990,2025-04-14,Account,KYC Verification,Email,Resolved,3.0
INT790752,BPM100990,2025-04-15,Account,Password Reset,Email,Resolved,4.0
INT453632,BPM100991,2025-02-18,Account,Account Update,In-App,Resolved,1.0
INT613928,BPM100991,2025-04-01,Account,Account Update,Field Agent,Pending,13.0
INT779763,BPM100993,2025-05-01,Product,Feature Request,Phone,Resolved,3.0
INT649569,BPM100993,2025-03-24,Financial,Loan Inquiry,Phone,Resolved,0.0
INT426936,BPM100994,2025-02-27,Financial,Refund Request,In-App,Pending,10.0
INT978058,BPM100994,2025-04-14,Account,Account Update,Phone,Resolved,1.0
INT250568,BPM100994,2025-03-21,Product,Pricing Query,Email,Pending,14.0
INT198663,BPM100995,2025-05-04,Account,KYC Verification,Field Agent,Pending,11.0
INT438434,BPM100995,2025-05-07,Product,Device Replacement,Field Agent,Resolved,0.0
INT433566,BPM100997,2025-05-16,Technical,Login Issues,Phone,Resolved,5.0
INT826122,BPM100998,2025-04-07,Product,Pricing Query,WhatsApp,Resolved,4.0
INT121628,BPM100998,2025-02-25,Technical,Payment Failed,Phone,Resolved,5.0
INT616398,BPM100999,2025-04-27,Technical,QR Code Not Working,In-App,Resolved,4.0
INT779006,BPM101000,2025-02-23,Product,Device Replacement,Phone,Resolved,4.0
INT315407,BPM101001,2025-03-29,Technical,QR Code Not Working,Phone,Resolved,4.0
INT893997,BPM101001,2025-04-20,Account,Bank Account Change,In-App,Resolved,4.0
INT888686,BPM101002,2025-04-21,Technical,Payment Failed,In-App,Resolved,3.0
INT459772,BPM101002,2025-04-14,Account,KYC Verification,WhatsApp,Resolved,2.0
INT688771,BPM101004,2025-05-05,Technical,Login Issues,In-App,Resolved,4.0
INT986787,BPM101004,2025-03-30,Account,Bank Account Change,Field Agent,Resolved,0.0
INT161547,BPM101004,2025-05-13,Account,KYC Verification,WhatsApp,Resolved,2.0
INT344586,BPM101005,2025-04-05,Product,New Product Inquiry,Email,Pending,7.0
INT177329,BPM101005,2025-05-11,Product,Device Replacement,Field Agent,Pending,6.0
INT329216,BPM101005,2025-03-31,Technical,App Crash,Email,Escalated,7.0
INT938489,BPM101006,2025-04-25,Financial,Settlement Delay,Field Agent,Resolved,3.0
INT860833,BPM101006,2025-05-01,Product,Pricing Query,Phone,Pending,15.0
INT707085,BPM101006,2025-04-23,Product,Feature Request,Phone,Resolved,1.0
INT497847,BPM101007,2025-04-09,Technical,App Crash,Email,Resolved,3.0
INT170090,BPM101007,2025-03-05,Financial,Loan Inquiry,Email,Resolved,1.0
INT432115,BPM101007,2025-02-18,Product,New Product Inquiry,In-App,Resolved,0.0
INT759002,BPM101008,2025-04-16,Account,Account Update,Email,Resolved,5.0
INT572270,BPM101008,2025-04-05,Technical,Payment Failed,Email,Resolved,2.0
INT165056,BPM101009,2025-03-16,Product,New Product Inquiry,Phone,Resolved,0.0
INT971073,BPM101009,2025-02-21,Technical,Payment Failed,In-App,Resolved,1.0
INT938843,BPM101010,2025-05-11,Product,Feature Request,Email,Pending,6.0
INT666020,BPM101010,2025-03-16,Account,KYC Verification,In-App,Resolved,5.0
INT235969,BPM101010,2025-03-04,Account,Password Reset,WhatsApp,Pending,12.0
INT335852,BPM101011,2025-05-07,Product,Pricing Query,Phone,Resolved,1.0
INT524418,BPM101011,2025-04-05,Technical,QR Code Not Working,WhatsApp,Pending,8.0
INT534640,BPM101011,2025-04-09,Financial,Settlement Delay,In-App,Pending,11.0
INT940035,BPM101012,2025-04-10,Financial,Transaction Dispute,Phone,Resolved,5.0
INT440012,BPM101012,2025-03-06,Product,Pricing Query,In-App,Resolved,3.0
INT163017,BPM101013,2025-03-05,Product,Feature Request,Email,Resolved,3.0
INT682710,BPM101013,2025-03-08,Product,Feature Request,Phone,Resolved,5.0
INT213618,BPM101013,2025-03-19,Technical,App Crash,In-App,Resolved,1.0
INT546412,BPM101016,2025-04-07,Account,Bank Account Change,Email,Resolved,0.0
INT190183,BPM101016,2025-04-13,Financial,Settlement Delay,Email,Pending,10.0
INT956231,BPM101017,2025-02-24,Product,New Product Inquiry,Field Agent,Resolved,5.0
INT971988,BPM101018,2025-02-28,Technical,App Crash,Field Agent,Pending,8.0
INT485834,BPM101018,2025-05-01,Account,Account Update,In-App,Resolved,5.0
INT508704,BPM101018,2025-04-30,Account,KYC Verification,Email,Resolved,3.0
INT111541,BPM101019,2025-03-12,Technical,App Crash,In-App,Resolved,2.0
INT960846,BPM101021,2025-05-14,Technical,Login Issues,Email,Resolved,1.0
INT249750,BPM101021,2025-04-01,Account,Password Reset,In-App,Resolved,2.0
INT676287,BPM101023,2025-03-15,Financial,Transaction Dispute,In-App,Resolved,2.0
INT790560,BPM101024,2025-03-29,Account,Account Update,Email,Pending,7.0
INT998394,BPM101025,2025-03-02,Financial,Loan Inquiry,Field Agent,Resolved,2.0
INT719051,BPM101026,2025-04-29,Account,Account Update,Field Agent,Pending,13.0
INT226073,BPM101026,2025-02-26,Product,Pricing Query,Field Agent,Pending,5.0
INT714770,BPM101026,2025-05-05,Account,Account Update,In-App,Pending,12.0
INT701948,BPM101027,2025-03-22,Account,Bank Account Change,In-App,Resolved,5.0
INT416475,BPM101028,2025-04-23,Technical,App Crash,Phone,Resolved,4.0
INT603911,BPM101028,2025-04-12,Product,New Product Inquiry,Field Agent,Resolved,1.0
INT372740,BPM101028,2025-03-29,Account,Bank Account Change,Phone,Pending,14.0
INT890568,BPM101029,2025-05-08,Account,KYC Verification,Email,Resolved,2.0
INT217705,BPM101029,2025-05-06,Account,KYC Verification,Field Agent,Resolved,1.0
INT667815,BPM101029,2025-04-03,Technical,Payment Failed,WhatsApp,Escalated,9.0
INT948582,BPM101030,2025-05-18,Technical,Payment Failed,Field Agent,Resolved,1.0
INT204196,BPM101030,2025-05-04,Account,Account Update,Field Agent,Resolved,3.0
INT985382,BPM101031,2025-03-31,Account,Bank Account Change,Phone,Resolved,5.0
INT751945,BPM101031,2025-04-13,Technical,Login Issues,Phone,Pending,13.0
INT458010,BPM101031,2025-04-20,Account,KYC Verification,Phone,Pending,3.0
INT540361,BPM101032,2025-02-21,Product,Device Replacement,Phone,Resolved,3.0
INT501443,BPM101034,2025-03-23,Technical,QR Code Not Working,Email,Resolved,4.0
INT220765,BPM101034,2025-03-07,Financial,Settlement Delay,Field Agent,Resolved,1.0
INT243875,BPM101034,2025-03-12,Financial,Refund Request,Field Agent,Resolved,5.0
INT922934,BPM101036,2025-04-18,Technical,Login Issues,Phone,Customer Dropout,
INT862954,BPM101036,2025-03-11,Financial,Transaction Dispute,Field Agent,Resolved,3.0
INT286234,BPM101036,2025-05-07,Product,Pricing Query,Email,Pending,14.0
INT462182,BPM101036,2025-05-19,Product,Feature Request,Field Agent,Customer Dropout,
INT157236,BPM101037,2025-02-20,Product,New Product Inquiry,Phone,Resolved,1.0
INT792731,BPM101038,2025-04-10,Technical,Payment Failed,Field Agent,Resolved,3.0
INT504012,BPM101040,2025-05-11,Account,Bank Account Change,Field Agent,Resolved,1.0
INT568530,BPM101040,2025-03-04,Product,Feature Request,Email,Resolved,4.0
INT109787,BPM101040,2025-03-01,Technical,QR Code Not Working,Email,Escalated,18.0
INT335751,BPM101041,2025-04-01,Financial,Settlement Delay,Email,Pending,4.0
INT380002,BPM101041,2025-04-10,Technical,Login Issues,WhatsApp,Pending,10.0
INT745218,BPM101041,2025-03-14,Account,Account Update,Field Agent,Resolved,5.0
INT798100,BPM101042,2025-03-18,Account,Account Update,Field Agent,Resolved,4.0
INT794582,BPM101044,2025-03-26,Account,Bank Account Change,Email,Resolved,4.0
INT574219,BPM101046,2025-03-06,Financial,Settlement Delay,Email,Resolved,4.0
INT735355,BPM101047,2025-03-21,Product,Device Replacement,Email,Resolved,5.0
INT366682,BPM101047,2025-05-14,Financial,Transaction Dispute,In-App,Resolved,3.0
INT664880,BPM101048,2025-03-09,Product,Pricing Query,In-App,Resolved,2.0
INT138661,BPM101048,2025-04-14,Product,Feature Request,In-App,Pending,5.0
INT339484,BPM101048,2025-05-03,Account,Bank Account Change,WhatsApp,Escalated,18.0
INT263165,BPM101049,2025-04-24,Product,Device Replacement,Phone,Resolved,5.0
INT253739,BPM101049,2025-05-11,Account,Password Reset,Phone,Pending,12.0
INT585643,BPM101050,2025-04-25,Technical,Payment Failed,Email,Pending,14.0
INT855756,BPM101050,2025-02-20,Account,Password Reset,Phone,Resolved,4.0
INT455668,BPM101050,2025-03-23,Account,Bank Account Change,WhatsApp,Resolved,3.0
INT676113,BPM101052,2025-02-20,Technical,App Crash,Email,Escalated,18.0
INT409777,BPM101052,2025-04-03,Account,Bank Account Change,Email,Resolved,2.0
INT671861,BPM101053,2025-04-22,Technical,App Crash,Email,Pending,15.0
INT592923,BPM101053,2025-04-27,Product,New Product Inquiry,Email,Resolved,3.0
INT888113,BPM101053,2025-05-10,Technical,QR Code Not Working,In-App,Resolved,4.0
INT213964,BPM101054,2025-03-12,Account,Password Reset,Email,Pending,4.0
INT275176,BPM101054,2025-05-16,Account,Bank Account Change,Field Agent,Pending,11.0
INT926356,BPM101054,2025-03-17,Technical,Login Issues,WhatsApp,Pending,14.0
INT530409,BPM101054,2025-03-04,Product,Pricing Query,In-App,Pending,13.0
INT391112,BPM101055,2025-03-22,Account,Password Reset,In-App,Resolved,1.0
INT837446,BPM101055,2025-04-10,Account,Account Update,Email,Pending,8.0
INT725932,BPM101057,2025-04-06,Financial,Refund Request,In-App,Pending,3.0
INT781537,BPM101057,2025-05-16,Technical,App Crash,Field Agent,Resolved,1.0
INT629480,BPM101057,2025-03-31,Account,Bank Account Change,In-App,Resolved,1.0
INT873485,BPM101058,2025-04-07,Account,Password Reset,Field Agent,Pending,13.0
INT840045,BPM101059,2025-03-13,Financial,Refund Request,Field Agent,Resolved,5.0
INT461438,BPM101059,2025-04-29,Technical,App Crash,WhatsApp,Resolved,2.0
INT918503,BPM101059,2025-04-18,Account,Password Reset,Field Agent,Resolved,0.0
INT609797,BPM101060,2025-04-03,Account,Password Reset,In-App,Resolved,4.0
INT517880,BPM101060,2025-05-12,Product,Device Replacement,WhatsApp,Resolved,0.0
INT217129,BPM101061,2025-03-02,Technical,App Crash,Phone,Resolved,0.0
INT584517,BPM101062,2025-05-15,Account,Password Reset,Email,Resolved,0.0
INT986975,BPM101063,2025-05-18,Financial,Loan Inquiry,WhatsApp,Resolved,1.0
INT190929,BPM101064,2025-04-19,Account,Password Reset,In-App,Resolved,5.0
INT115997,BPM101064,2025-03-03,Technical,Login Issues,Field Agent,Pending,7.0
INT403933,BPM101064,2025-03-23,Technical,QR Code Not Working,Field Agent,Resolved,0.0
INT890219,BPM101067,2025-04-25,Product,Pricing Query,Field Agent,Escalated,17.0
INT170254,BPM101068,2025-02-26,Product,Pricing Query,Field Agent,Resolved,4.0
INT331574,BPM101071,2025-05-16,Technical,Soundbox Issues,WhatsApp,Resolved,0.0
INT741271,BPM101071,2025-05-14,Financial,Settlement Delay,Email,Resolved,5.0
INT273272,BPM101071,2025-03-08,Account,Password Reset,Phone,Pending,11.0
INT851518,BPM101072,2025-05-07,Financial,Settlement Delay,In-App,Resolved,5.0
INT946303,BPM101073,2025-04-03,Product,Feature Request,Field Agent,Resolved,3.0
INT593727,BPM101074,2025-03-10,Product,Pricing Query,In-App,Pending,3.0
INT898425,BPM101074,2025-04-24,Account,Account Update,Email,Resolved,0.0
INT341429,BPM101076,2025-04-07,Technical,Payment Failed,In-App,Resolved,2.0
INT250153,BPM101076,2025-03-02,Account,Account Update,Email,Resolved,1.0
INT301663,BPM101076,2025-05-18,Account,Account Update,Email,Resolved,1.0
INT396755,BPM101078,2025-05-13,Technical,Payment Failed,Field Agent,Resolved,0.0
INT907382,BPM101079,2025-03-11,Account,KYC Verification,WhatsApp,Resolved,1.0
INT162284,BPM101080,2025-03-10,Financial,Settlement Delay,WhatsApp,Resolved,1.0
INT564902,BPM101080,2025-02-27,Financial,Refund Request,Phone,Resolved,3.0
INT963029,BPM101081,2025-03-28,Product,Feature Request,Phone,Resolved,1.0
INT233002,BPM101082,2025-04-16,Product,Device Replacement,Field Agent,Resolved,1.0
INT210398,BPM101082,2025-04-26,Technical,Soundbox Issues,WhatsApp,Resolved,1.0
INT956755,BPM101083,2025-04-27,Technical,Payment Failed,Phone,Resolved,1.0
INT898155,BPM101083,2025-04-09,Product,New Product Inquiry,WhatsApp,Resolved,2.0
INT602271,BPM101083,2025-04-12,Product,Feature Request,In-App,Resolved,3.0
INT745644,BPM101084,2025-04-12,Account,Password Reset,WhatsApp,Pending,9.0
INT543311,BPM101084,2025-02-28,Product,Pricing Query,WhatsApp,Escalated,8.0
INT628751,BPM101086,2025-03-01,Account,Bank Account Change,WhatsApp,Escalated,8.0
INT243093,BPM101086,2025-04-04,Technical,Login Issues,WhatsApp,Escalated,9.0
INT424469,BPM101086,2025-03-03,Technical,Login Issues,Field Agent,Resolved,2.0
INT911709,BPM101086,2025-04-09,Financial,Loan Inquiry,Phone,Customer Dropout,
INT602625,BPM101087,2025-04-19,Account,Password Reset,WhatsApp,Resolved,1.0
INT484614,BPM101088,2025-05-02,Financial,Loan Inquiry,Email,Escalated,7.0
INT329050,BPM101088,2025-03-11,Product,Device Replacement,Email,Resolved,1.0
INT462418,BPM101088,2025-03-13,Technical,App Crash,WhatsApp,Resolved,0.0
INT132154,BPM101091,2025-04-08,Account,Bank Account Change,Field Agent,Resolved,0.0
INT218256,BPM101091,2025-04-03,Account,Account Update,WhatsApp,Pending,13.0
INT234273,BPM101092,2025-05-19,Product,Pricing Query,Field Agent,Resolved,5.0
INT966897,BPM101092,2025-04-03,Account,Bank Account Change,Phone,Pending,5.0
INT776414,BPM101092,2025-03-16,Product,Feature Request,WhatsApp,Pending,4.0
INT209345,BPM101093,2025-02-20,Financial,Loan Inquiry,In-App,Pending,14.0
INT677940,BPM101094,2025-05-05,Technical,Payment Failed,WhatsApp,Pending,3.0
INT579343,BPM101094,2025-04-01,Product,New Product Inquiry,Email,Resolved,5.0
INT803102,BPM101094,2025-03-07,Product,Device Replacement,Field Agent,Resolved,5.0
INT198618,BPM101095,2025-02-19,Financial,Loan Inquiry,In-App,Pending,15.0
INT964391,BPM101095,2025-04-12,Technical,Login Issues,Phone,Escalated,17.0
INT902090,BPM101095,2025-04-30,Technical,Payment Failed,Field Agent,Escalated,19.0
INT713155,BPM101097,2024-12-02,Financial,Transaction Dispute,Field Agent,Resolved,3.0
INT834532,BPM101097,2024-11-26,Technical,QR Code Not Working,In-App,Resolved,0.0
INT647034,BPM101097,2024-11-24,Account,Bank Account Change,Phone,Resolved,3.0
INT660236,BPM101097,2024-11-05,Financial,Settlement Delay,Email,Customer Dropout,
INT877301,BPM101097,2024-11-06,Account,Account Update,Phone,Resolved,1.0
INT225344,BPM101098,2025-04-28,Product,New Product Inquiry,In-App,Resolved,4.0
INT444181,BPM101098,2025-03-12,Technical,Payment Failed,In-App,Escalated,19.0
INT805898,BPM101099,2025-03-20,Account,Password Reset,In-App,Resolved,4.0
INT342002,BPM101099,2025-04-05,Financial,Settlement Delay,Phone,Resolved,0.0
INT559629,BPM101102,2025-04-13,Product,Device Replacement,Field Agent,Resolved,3.0
INT211718,BPM101103,2025-03-01,Product,Device Replacement,Field Agent,Resolved,5.0
INT781951,BPM101104,2025-02-24,Technical,Payment Failed,Email,Resolved,0.0
INT800116,BPM101104,2025-04-02,Account,KYC Verification,Field Agent,Resolved,3.0
INT436800,BPM101107,2025-03-06,Financial,Refund Request,Email,Resolved,2.0
INT377212,BPM101107,2025-04-21,Technical,App Crash,WhatsApp,Resolved,4.0
INT911848,BPM101107,2025-05-10,Technical,App Crash,Phone,Customer Dropout,
INT952453,BPM101107,2025-04-03,Financial,Refund Request,Phone,Resolved,5.0
INT708439,BPM101108,2025-03-10,Financial,Refund Request,Field Agent,Resolved,4.0
INT528415,BPM101108,2025-04-15,Technical,Payment Failed,Email,Pending,10.0
INT419767,BPM101108,2025-04-08,Account,Password Reset,WhatsApp,Escalated,8.0
INT583542,BPM101109,2025-05-02,Financial,Loan Inquiry,Phone,Pending,14.0
INT457113,BPM101109,2025-04-08,Technical,App Crash,In-App,Resolved,2.0
INT292201,BPM101110,2025-01-21,Technical,App Crash,Field Agent,Resolved,4.0
INT261664,BPM101110,2025-01-28,Technical,Payment Failed,WhatsApp,Customer Dropout,
INT945155,BPM101110,2025-01-08,Account,KYC Verification,Field Agent,Resolved,1.0
INT699459,BPM101111,2025-02-18,Account,KYC Verification,Email,Resolved,4.0
INT570112,BPM101111,2025-04-27,Product,Feature Request,WhatsApp,Pending,3.0
INT184622,BPM101112,2025-02-23,Technical,QR Code Not Working,Phone,Resolved,3.0
INT294288,BPM101112,2025-04-23,Financial,Settlement Delay,WhatsApp,Pending,10.0
INT362987,BPM101113,2025-05-17,Product,New Product Inquiry,Phone,Resolved,0.0
INT402140,BPM101113,2025-04-26,Product,Feature Request,Email,Resolved,2.0
INT258891,BPM101113,2025-02-21,Technical,Payment Failed,WhatsApp,Resolved,1.0
INT381891,BPM101114,2025-04-16,Account,KYC Verification,Phone,Pending,9.0
INT583966,BPM101114,2025-03-04,Product,New Product Inquiry,Field Agent,Resolved,3.0
INT854495,BPM101114,2025-03-03,Product,Feature Request,WhatsApp,Resolved,1.0
INT389590,BPM101114,2025-03-24,Technical,QR Code Not Working,Field Agent,Escalated,14.0
INT871160,BPM101115,2024-11-08,Account,Bank Account Change,Email,Escalated,14.0
INT462987,BPM101115,2024-11-10,Financial,Loan Inquiry,WhatsApp,Pending,5.0
INT166710,BPM101115,2024-11-15,Account,Account Update,WhatsApp,Resolved,0.0
INT867634,BPM101115,2024-11-09,Financial,Transaction Dispute,In-App,Resolved,5.0
INT140839,BPM101115,2024-10-28,Technical,App Crash,WhatsApp,Resolved,4.0
INT977993,BPM101117,2025-04-11,Technical,Soundbox Issues,Email,Pending,14.0
INT968916,BPM101117,2025-03-23,Account,Account Update,Email,Escalated,14.0
INT363099,BPM101119,2025-04-26,Technical,Soundbox Issues,Email,Resolved,5.0
INT133674,BPM101119,2025-04-18,Account,Password Reset,WhatsApp,Resolved,5.0
INT631654,BPM101120,2025-03-13,Product,New Product Inquiry,Email,Pending,6.0
INT716608,BPM101121,2025-02-21,Account,Account Update,Phone,Resolved,0.0
INT400474,BPM101121,2025-04-12,Product,New Product Inquiry,Email,Pending,12.0
INT171725,BPM101121,2025-04-25,Product,Pricing Query,Email,Escalated,15.0
INT605502,BPM101122,2025-04-02,Financial,Transaction Dispute,Phone,Resolved,4.0
INT966499,BPM101122,2025-03-05,Technical,Soundbox Issues,Phone,Resolved,0.0
INT987652,BPM101124,2025-02-20,Financial,Transaction Dispute,Phone,Resolved,0.0
INT821220,BPM101124,2025-03-18,Account,KYC Verification,Field Agent,Escalated,8.0
INT100344,BPM101125,2025-04-29,Product,Feature Request,Email,Pending,5.0
INT799300,BPM101126,2025-04-16,Product,Feature Request,Field Agent,Escalated,9.0
INT709349,BPM101126,2025-03-05,Technical,Payment Failed,In-App,Resolved,1.0
INT389582,BPM101126,2025-03-06,Financial,Transaction Dispute,WhatsApp,Pending,8.0
INT345617,BPM101127,2025-03-15,Product,Feature Request,In-App,Resolved,1.0
INT499462,BPM101128,2025-03-03,Product,Feature Request,WhatsApp,Pending,8.0
INT309916,BPM101130,2025-04-14,Technical,Soundbox Issues,Phone,Resolved,4.0
INT592090,BPM101130,2025-02-21,Account,Password Reset,Phone,Resolved,4.0
