merchant_id,business_name,business_category,subcategory,state,district,city,tier,pin_code,onboarding_date,acquisition_channel,device_type,active_status,last_transaction_date,qr_displayed,soundbox_adopted,swipe_machine,loans_taken,current_loan_status,monthly_transaction_count,monthly_transaction_value,avg_ticket_size
BPM101601,Oeshi Emporium,Food & Beverage,Bakery,Gujarat,Vadodara,Vadodara,Tier 2,391511,2022-07-12,Referral,Android Mid-Range,Active,2025-04-28,Yes,Yes,No,0,No Loan,921,195532,212.3
BPM101602,Inaya Center,Services,Tailor,Tamil Nadu,Chennai,Chennai,Tier 1,624855,2022-10-02,Digital Marketing,Android High-End,Active,2025-04-25,Yes,No,No,0,No Loan,218,78377,359.53
BPM101603,Advay Center,Services,Salon,West Bengal,Asansol,Asansol,Tier 2,724831,2023-05-21,Merchant Event,Android Mid-Range,Active,2025-05-19,Yes,Yes,No,4,Active,149,79955,536.61
BPM101604,Kumar Emporium,Retail,Clothing,West Bengal,Durgapur,Durgapur,Tier 3,713714,2022-10-19,Field Sales,Android Mid-Range,Active,2025-05-16,No,No,No,0,No Loan,261,44276,169.64
BPM101605,Ekansh Point,Retail,Mobile Shop,Rajasthan,Jaipur,Jaipur,Tier 2,331954,2024-02-13,Field Sales,Android Low-End,Active,2025-04-20,Yes,No,Yes,0,No Loan,817,65788,80.52
BPM101606,Ayush Dukan,Retail,Stationery,Rajasthan,Udaipur,Udaipur,Tier 3,332183,2024-08-09,Field Sales,Android High-End,Active,2025-05-04,Yes,Yes,No,0,No Loan,407,89808,220.66
BPM101607,Narayanan Enterprise,Services,Electronics Repair,Maharashtra,Nagpur,Nagpur,Tier 2,406858,2023-01-26,Referral,Android High-End,Active,2025-05-04,No,Yes,No,4,Active,336,98573,293.37
BPM101608,Banik Shop,Wholesale,Grocery Wholesale,Uttar Pradesh,Varanasi,Varanasi,Tier 3,208332,2023-08-17,Referral,Android High-End,Churned,2025-04-08,Yes,No,No,0,No Loan,95,211837,2229.86
BPM101609,Bhalla Shop,Food & Beverage,Cafe,Tamil Nadu,Chennai,Chennai,Tier 3,627643,2023-05-19,Digital Marketing,Android Mid-Range,Active,2025-04-30,Yes,No,No,0,No Loan,630,176201,279.68
BPM101610,Dixit Dukaan,Services,Mobile Repair,Tamil Nadu,Chennai,Chennai,Tier 2,629128,2023-08-30,Digital Marketing,Android Mid-Range,Active,2025-04-24,Yes,No,No,0,No Loan,168,51184,304.67
BPM101611,Balasubramanian Mart,Wholesale,Grocery Wholesale,Uttar Pradesh,Lucknow,Lucknow,Tier 2,284811,2024-05-12,Field Sales,iPhone,Active,2025-04-19,Yes,No,Yes,1,Active,133,278224,2091.91
BPM101612,Prashad Center,Wholesale,Stationery Wholesale,Delhi,North Delhi,North Delhi,Tier 2,110093,2023-04-05,Field Sales,Android Mid-Range,Churned,2025-03-30,Yes,Yes,No,0,No Loan,52,213296,4101.85
BPM101613,Rachit Shop,Food & Beverage,Sweet Shop,Gujarat,Vadodara,Vadodara,Tier 2,390014,2022-06-03,Field Sales,Android Mid-Range,Churned,2024-12-07,Yes,Yes,No,0,No Loan,954,178201,186.79
BPM101614,Magar Store,Food & Beverage,Fast Food,Maharashtra,Thane,Thane,Tier 3,421916,2023-05-24,Field Sales,Android High-End,Active,2025-05-02,Yes,No,No,3,Active,550,124285,225.97
BPM101615,Khanna Store,Retail,Electronics,Maharashtra,Thane,Thane,Tier 2,439577,2023-12-07,Referral,Android Low-End,Active,2025-05-01,Yes,No,No,0,No Loan,398,110406,277.4
BPM101616,Seth Dukan,Food & Beverage,Bakery,Gujarat,Ahmedabad,Ahmedabad,Tier 1,369746,2022-07-21,Digital Marketing,Android Mid-Range,Active,2025-05-01,Yes,No,Yes,0,No Loan,728,226362,310.94
BPM101617,Kalita Industries,Services,Electronics Repair,Gujarat,Surat,Surat,Tier 2,389294,2024-03-14,Field Sales,Android Low-End,Dormant,2025-03-30,Yes,No,No,0,No Loan,134,78270,584.1
BPM101618,Isaac Traders,Retail,Hardware,Delhi,North Delhi,North Delhi,Tier 3,110057,2024-04-23,Digital Marketing,Android Mid-Range,Active,2025-04-19,Yes,No,No,0,No Loan,197,105247,534.25
BPM101619,Jaggi Mart,Food & Beverage,Fast Food,Delhi,North Delhi,North Delhi,Tier 3,110081,2023-09-14,Referral,Android Low-End,Active,2025-05-03,Yes,No,No,0,No Loan,899,57686,64.17
BPM101620,Tella Emporium,Retail,Mobile Shop,West Bengal,Kolkata,Kolkata,Tier 3,722748,2022-08-14,App Store Download,Android High-End,Active,2025-05-17,No,No,No,0,No Loan,315,109251,346.83
BPM101621,Mitesh Dukan,Wholesale,Stationery Wholesale,West Bengal,Kolkata,Kolkata,Tier 1,728108,2023-03-05,Field Sales,iPhone,Active,2025-05-19,Yes,No,Yes,0,No Loan,88,389851,4430.12
BPM101622,Sule Emporium,Wholesale,Stationery Wholesale,Maharashtra,Nagpur,Nagpur,Tier 2,440833,2022-10-25,Field Sales,Android Mid-Range,Dormant,2025-04-14,Yes,No,No,0,No Loan,248,308024,1242.03
BPM101623,Chaudhari Store,Services,Printing Services,West Bengal,Durgapur,Durgapur,Tier 2,727482,2023-06-01,Referral,Android Mid-Range,Active,2025-05-08,Yes,No,Yes,3,Active,173,91470,528.73
BPM101624,Deo Center,Services,Printing Services,Karnataka,Mysore,Mysore,Tier 3,580217,2022-09-29,App Store Download,Android Low-End,Active,2025-04-29,Yes,Yes,No,0,No Loan,168,41558,247.37
BPM101625,Samesh Traders,Food & Beverage,Fast Food,Punjab,Ludhiana,Ludhiana,Tier 3,145147,2023-12-07,Field Sales,Android Low-End,Active,2025-05-14,Yes,Yes,No,0,No Loan,609,46671,76.64
BPM101626,Tripti Emporium,Wholesale,Electronics Wholesale,Uttar Pradesh,Noida,Noida,Tier 3,275511,2023-01-25,App Store Download,Android Low-End,Churned,2025-02-12,Yes,No,No,0,No Loan,129,219828,1704.09
BPM101627,Basu Shop,Services,Electronics Repair,Punjab,Ludhiana,Ludhiana,Tier 3,151970,2023-01-06,Field Sales,Android Mid-Range,Active,2025-04-25,Yes,No,No,0,No Loan,254,43457,171.09
BPM101628,Gagan Center,Retail,Medical Store,Gujarat,Surat,Surat,Tier 2,373294,2022-12-20,Digital Marketing,Android High-End,Active,2025-05-05,Yes,No,Yes,1,Paid,585,101160,172.92
BPM101629,Batra Enterprises,Wholesale,Grocery Wholesale,Punjab,Patiala,Patiala,Tier 3,146931,2022-12-05,Partner Bank,Android High-End,Active,2025-04-27,No,Yes,No,2,Paid,97,362196,3733.98
BPM101630,Walia Traders,Services,Travel Agency,Gujarat,Vadodara,Vadodara,Tier 2,389681,2023-02-20,Field Sales,Android Mid-Range,Active,2025-05-09,Yes,Yes,Yes,4,Active,242,94022,388.52
BPM101631,Sastry Store,Wholesale,Grocery Wholesale,Karnataka,Belgaum,Belgaum,Tier 2,576918,2022-07-03,Digital Marketing,Android Low-End,Active,2025-05-12,Yes,Yes,Yes,1,Default,126,339890,2697.54
BPM101632,Mahajan & Co.,Food & Beverage,Juice Center,West Bengal,Kolkata,Kolkata,Tier 1,709186,2023-06-15,App Store Download,Android Low-End,Active,2025-04-19,Yes,Yes,No,0,No Loan,959,248754,259.39
BPM101633,Contractor Enterprise,Wholesale,Grocery Wholesale,Delhi,East Delhi,East Delhi,Tier 3,110026,2022-11-06,Digital Marketing,Android Low-End,Active,2025-05-11,Yes,Yes,No,3,Paid,74,340771,4605.01
BPM101634,Jhaveri Traders,Food & Beverage,Tea Stall,Delhi,Central Delhi,Central Delhi,Tier 3,110038,2023-08-26,Referral,Android Mid-Range,Active,2025-05-07,Yes,No,Yes,0,No Loan,615,80290,130.55
BPM101635,Nagar Enterprises,Food & Beverage,Dhaba,Tamil Nadu,Chennai,Chennai,Tier 1,608063,2023-09-21,App Store Download,Android Mid-Range,Active,2025-05-16,Yes,No,Yes,0,No Loan,1037,192775,185.9
BPM101636,Bhanumati Store,Retail,Grocery,Uttar Pradesh,Meerut,Meerut,Tier 3,271361,2023-09-19,Field Sales,Android High-End,Active,2025-05-07,Yes,No,Yes,0,No Loan,414,52359,126.47
BPM101637,Nigam Traders,Services,Salon,Delhi,East Delhi,East Delhi,Tier 3,110096,2023-06-06,Field Sales,Android High-End,Dormant,2025-03-08,Yes,Yes,Yes,0,No Loan,165,57295,347.24
BPM101638,Sachi Enterprise,Food & Beverage,Fast Food,Tamil Nadu,Salem,Salem,Tier 1,632462,2023-05-01,Field Sales,Android Low-End,Active,2025-05-19,Yes,No,Yes,0,No Loan,792,119898,151.39
BPM101639,Kalpit Enterprise,Food & Beverage,Juice Center,Gujarat,Surat,Surat,Tier 2,387604,2023-11-15,Digital Marketing,Android Low-End,Active,2025-05-18,Yes,Yes,Yes,0,No Loan,490,111194,226.93
BPM101640,Ramanathan Mart,Services,Salon,Gujarat,Gandhinagar,Gandhinagar,Tier 2,369819,2023-06-10,Field Sales,Android Mid-Range,Active,2025-05-09,Yes,No,Yes,0,No Loan,274,90722,331.1
BPM101641,Praneel Traders,Food & Beverage,Cafe,Rajasthan,Udaipur,Udaipur,Tier 1,328214,2023-06-05,Field Sales,Android Mid-Range,Active,2025-04-29,Yes,Yes,No,0,No Loan,1098,195374,177.94
BPM101642,Farhan Point,Food & Beverage,Restaurant,Maharashtra,Pune,Pune,Tier 1,413999,2023-07-30,Field Sales,Android Low-End,Churned,2025-04-15,Yes,Yes,No,0,No Loan,896,188238,210.09
BPM101643,Chander Enterprise,Services,Tailor,Karnataka,Belgaum,Belgaum,Tier 3,580555,2024-02-27,Field Sales,Android Mid-Range,Active,2025-05-04,Yes,Yes,Yes,3,Paid,237,72947,307.79
BPM101644,Tamanna Enterprise,Services,Laundry,Tamil Nadu,Madurai,Madurai,Tier 2,605792,2024-05-04,Partner Bank,Android Mid-Range,Active,2025-05-17,Yes,Yes,Yes,2,Active,165,130674,791.96
BPM101645,Udyati Traders,Services,Tailor,West Bengal,Howrah,Howrah,Tier 3,738895,2022-08-02,App Store Download,Android Mid-Range,Active,2025-05-09,Yes,No,No,0,No Loan,137,38752,282.86
BPM101646,Kapur Mart,Retail,Clothing,Rajasthan,Jaipur,Jaipur,Tier 1,328042,2023-09-21,Field Sales,Android Low-End,Dormant,2025-04-03,Yes,No,Yes,0,No Loan,545,146184,268.23
BPM101647,Kuruvilla Enterprises,Retail,Mobile Shop,Maharashtra,Thane,Thane,Tier 2,440242,2022-09-23,Field Sales,Android Mid-Range,Active,2025-04-25,Yes,No,No,0,No Loan,556,106811,192.11
BPM101648,Narayanan Industries,Food & Beverage,Restaurant,Uttar Pradesh,Varanasi,Varanasi,Tier 3,214298,2023-03-24,Referral,Android Low-End,Active,2025-05-05,Yes,Yes,Yes,0,No Loan,641,114765,179.04
BPM101649,Balan & Co.,Food & Beverage,Dhaba,Rajasthan,Jaipur,Jaipur,Tier 2,338018,2022-09-27,Digital Marketing,Android Mid-Range,Active,2025-05-03,Yes,Yes,No,1,Paid,506,86836,171.61
BPM101650,Soman Dukaan,Food & Beverage,Restaurant,Uttar Pradesh,Kanpur,Kanpur,Tier 2,269479,2022-12-23,Digital Marketing,Android Mid-Range,Active,2025-05-12,Yes,Yes,No,0,No Loan,623,92189,147.98
BPM101651,Panchal Industries,Retail,Mobile Shop,Delhi,Central Delhi,Central Delhi,Tier 3,110094,2022-08-05,Field Sales,Android Mid-Range,Active,2025-04-20,Yes,Yes,No,1,Paid,223,90770,407.04
BPM101652,Mandal & Co.,Services,Printing Services,Tamil Nadu,Coimbatore,Coimbatore,Tier 3,607631,2023-09-30,Digital Marketing,Android Low-End,Active,2025-05-07,Yes,No,Yes,0,No Loan,208,70153,337.27
BPM101653,Bobal Mart,Retail,Electronics,Gujarat,Ahmedabad,Ahmedabad,Tier 3,377403,2023-07-09,Digital Marketing,Android Low-End,Active,2025-05-01,Yes,No,No,0,No Loan,233,64742,277.86
BPM101654,Rattan Junction,Services,Tailor,Tamil Nadu,Coimbatore,Coimbatore,Tier 1,604931,2024-05-13,Referral,Android High-End,Active,2025-05-02,Yes,Yes,Yes,0,No Loan,308,58008,188.34
BPM101655,Vasatika Junction,Services,Travel Agency,Tamil Nadu,Madurai,Madurai,Tier 2,621208,2023-09-14,Referral,iPhone,Active,2025-05-03,Yes,No,No,2,Active,277,93332,336.94
BPM101656,Oak Enterprise,Retail,Hardware,Delhi,North Delhi,North Delhi,Tier 2,110001,2022-08-04,Field Sales,Android Low-End,Active,2025-04-19,Yes,No,No,0,No Loan,818,71204,87.05
BPM101657,Sankar & Sons,Retail,Hardware,Punjab,Patiala,Patiala,Tier 2,146606,2023-11-29,Digital Marketing,Android Low-End,Active,2025-05-01,Yes,No,No,0,No Loan,573,93935,163.94
BPM101658,Warinder Emporium,Wholesale,Electronics Wholesale,Delhi,West Delhi,West Delhi,Tier 1,110062,2022-10-30,Field Sales,Android Mid-Range,Active,2025-05-13,Yes,No,Yes,2,Active,295,398096,1349.48
BPM101659,Faras Traders,Food & Beverage,Dhaba,Punjab,Ludhiana,Ludhiana,Tier 1,142895,2023-04-29,Field Sales,Android Mid-Range,Active,2025-05-04,Yes,No,Yes,0,No Loan,1217,122652,100.78
BPM101660,Goda Traders,Retail,Electronics,West Bengal,Kolkata,Kolkata,Tier 3,722184,2022-09-10,Field Sales,Android Mid-Range,Active,2025-04-30,Yes,No,No,0,No Loan,360,50307,139.74
BPM101661,Bhat & Co.,Food & Beverage,Restaurant,Tamil Nadu,Coimbatore,Coimbatore,Tier 3,615923,2024-02-28,Referral,iPhone,Dormant,2025-03-23,Yes,No,No,0,No Loan,695,99422,143.05
BPM101662,Acharya Enterprise,Food & Beverage,Dhaba,West Bengal,Howrah,Howrah,Tier 2,702434,2022-10-30,Referral,Android Mid-Range,Active,2025-05-02,Yes,No,No,0,No Loan,610,104104,170.66
BPM101663,Dixit Mart,Retail,Medical Store,Uttar Pradesh,Kanpur,Kanpur,Tier 1,253430,2022-11-25,Field Sales,Android Low-End,Active,2025-04-21,Yes,No,Yes,2,Paid,640,163945,256.16
BPM101664,Bishakha Mart,Food & Beverage,Tea Stall,Rajasthan,Ajmer,Ajmer,Tier 3,323736,2024-01-01,Field Sales,Android Low-End,Active,2025-04-27,Yes,Yes,No,0,No Loan,573,100319,175.08
BPM101665,Hayre Emporium,Wholesale,Textile Wholesale,Gujarat,Surat,Surat,Tier 3,367899,2022-12-31,Field Sales,Android Mid-Range,Churned,2025-02-19,Yes,No,No,0,No Loan,94,272508,2899.02
BPM101666,Gaurav Store,Retail,Medical Store,Delhi,South Delhi,South Delhi,Tier 1,110070,2024-01-17,Field Sales,Android High-End,Active,2025-05-01,Yes,No,No,0,No Loan,656,132621,202.17
BPM101667,Yashvi Enterprise,Services,Laundry,Uttar Pradesh,Varanasi,Varanasi,Tier 3,247768,2023-03-05,Referral,Android Mid-Range,Churned,2024-12-14,Yes,No,No,0,No Loan,217,41469,191.1
BPM101668,Joshua Point,Wholesale,Grocery Wholesale,West Bengal,Kolkata,Kolkata,Tier 1,703328,2023-01-02,Referral,Android Mid-Range,Active,2025-05-17,Yes,Yes,Yes,1,Active,81,794184,9804.74
BPM101669,Acharya Dukan,Wholesale,Stationery Wholesale,Delhi,East Delhi,East Delhi,Tier 1,110029,2022-07-17,Digital Marketing,Android High-End,Active,2025-05-13,Yes,No,Yes,1,Active,161,772671,4799.2
BPM101670,Choudhary Traders,Retail,Hardware,Delhi,West Delhi,West Delhi,Tier 2,110066,2023-09-19,Digital Marketing,Android High-End,Active,2025-05-11,Yes,Yes,No,2,Active,427,97167,227.56
BPM101671,Balasubramanian Point,Services,Laundry,Tamil Nadu,Chennai,Chennai,Tier 1,639364,2024-03-27,Field Sales,Android High-End,Active,2025-05-09,Yes,No,No,0,No Loan,268,60024,223.97
BPM101672,Saran Junction,Wholesale,Textile Wholesale,Punjab,Ludhiana,Ludhiana,Tier 1,141880,2023-04-22,Field Sales,Android Mid-Range,Active,2025-05-08,Yes,No,Yes,1,Active,190,612458,3223.46
BPM101673,Dewan Mart,Services,Laundry,Delhi,South Delhi,South Delhi,Tier 1,110039,2024-03-29,Digital Marketing,Android Mid-Range,Active,2025-04-20,Yes,Yes,No,0,No Loan,160,89262,557.89
BPM101674,Jagvi Traders,Retail,Stationery,Punjab,Patiala,Patiala,Tier 3,159743,2022-11-10,Field Sales,Android Mid-Range,Active,2025-05-12,Yes,Yes,No,0,No Loan,382,95676,250.46
BPM101675,Mani & Co.,Services,Printing Services,Uttar Pradesh,Agra,Agra,Tier 3,235742,2023-06-23,Field Sales,Android Low-End,Active,2025-05-14,Yes,Yes,Yes,0,No Loan,131,53834,410.95
BPM101676,Desai Shop,Food & Beverage,Juice Center,Rajasthan,Ajmer,Ajmer,Tier 1,302030,2022-12-22,Field Sales,Android Mid-Range,Active,2025-04-29,Yes,Yes,Yes,0,No Loan,1211,248507,205.21
BPM101677,Chad Enterprises,Wholesale,Stationery Wholesale,Tamil Nadu,Madurai,Madurai,Tier 3,625800,2024-01-29,Field Sales,Android Mid-Range,Dormant,2025-03-25,Yes,No,No,0,No Loan,119,280620,2358.15
BPM101678,Sagar Traders,Wholesale,Stationery Wholesale,Punjab,Bathinda,Bathinda,Tier 2,148285,2023-01-07,Field Sales,Android Mid-Range,Active,2025-04-19,No,Yes,Yes,1,Active,158,342301,2166.46
BPM101679,Sandal Emporium,Food & Beverage,Tea Stall,Maharashtra,Nashik,Nashik,Tier 3,440353,2023-05-02,Field Sales,Android Low-End,Active,2025-05-08,Yes,No,Yes,0,No Loan,789,95730,121.33
BPM101680,Samra Enterprise,Retail,Mobile Shop,Delhi,East Delhi,East Delhi,Tier 1,110024,2023-09-29,Field Sales,Android High-End,Active,2025-05-09,Yes,Yes,No,0,No Loan,503,142099,282.5
BPM101681,Shivani Mart,Retail,Hardware,Gujarat,Surat,Surat,Tier 2,361305,2024-01-07,Field Sales,Android Low-End,Active,2025-04-19,Yes,No,No,0,No Loan,368,131334,356.89
BPM101682,Kara Emporium,Food & Beverage,Dhaba,Punjab,Patiala,Patiala,Tier 1,148051,2024-03-17,Digital Marketing,Android Mid-Range,Active,2025-05-08,Yes,No,Yes,0,No Loan,1252,246985,197.27
BPM101683,Warjas Shop,Food & Beverage,Cafe,Karnataka,Bangalore Urban,Bangalore Urban,Tier 2,562494,2022-07-18,Field Sales,Android Mid-Range,Active,2025-04-23,Yes,No,No,0,No Loan,651,188745,289.93
BPM101684,Roy Emporium,Services,Salon,Maharashtra,Nashik,Nashik,Tier 3,405780,2023-10-04,Merchant Event,Android Mid-Range,Active,2025-05-06,Yes,Yes,Yes,0,No Loan,212,33783,159.35
BPM101685,Bandi Industries,Food & Beverage,Restaurant,Rajasthan,Jodhpur,Jodhpur,Tier 3,321508,2023-03-22,Referral,Android High-End,Active,2025-05-11,Yes,No,Yes,1,Active,434,73208,168.68
BPM101686,Baljiwan Center,Services,Printing Services,Maharashtra,Pune,Pune,Tier 3,400989,2023-04-21,Merchant Event,Android Mid-Range,Active,2025-04-19,Yes,No,No,0,No Loan,152,24956,164.18
BPM101687,Vyas Dukan,Services,Electronics Repair,Gujarat,Surat,Surat,Tier 2,393095,2023-05-12,Merchant Event,Android Mid-Range,Active,2025-04-24,Yes,Yes,No,0,No Loan,379,82817,218.51
BPM101688,Brar Point,Services,Mobile Repair,Punjab,Amritsar,Amritsar,Tier 3,162244,2022-09-14,Field Sales,Android Low-End,Dormant,2025-03-12,Yes,No,No,0,No Loan,103,79462,771.48
BPM101689,Sudiksha Store,Wholesale,Grocery Wholesale,Gujarat,Surat,Surat,Tier 1,370259,2023-07-06,Digital Marketing,Android Low-End,Active,2025-04-22,Yes,Yes,Yes,0,No Loan,271,608803,2246.51
BPM101690,Pandit Junction,Retail,Grocery,Delhi,South Delhi,South Delhi,Tier 2,110083,2022-11-15,Field Sales,Android Low-End,Active,2025-04-29,Yes,No,No,0,No Loan,265,80974,305.56
BPM101691,Daksha Point,Services,Tailor,Tamil Nadu,Madurai,Madurai,Tier 1,627544,2022-08-30,Digital Marketing,Android Low-End,Churned,2025-04-18,Yes,No,No,0,No Loan,153,105778,691.36
BPM101692,Bala & Co.,Food & Beverage,Cafe,Maharashtra,Nagpur,Nagpur,Tier 2,409723,2023-09-01,Field Sales,Android Low-End,Active,2025-05-11,Yes,Yes,Yes,1,Default,890,127974,143.79
BPM101693,Bhavini Enterprise,Retail,Grocery,Maharashtra,Thane,Thane,Tier 3,440675,2023-09-12,App Store Download,Android Low-End,Active,2025-04-28,Yes,Yes,No,0,No Loan,467,52002,111.35
BPM101694,Bose Shop,Retail,General Store,Rajasthan,Udaipur,Udaipur,Tier 3,332060,2023-11-08,Field Sales,Android High-End,Active,2025-04-19,Yes,Yes,No,0,No Loan,591,116303,196.79
BPM101695,Arunima Enterprise,Food & Beverage,Restaurant,Maharashtra,Nagpur,Nagpur,Tier 2,440099,2023-01-30,Referral,Android Low-End,Active,2025-05-11,Yes,Yes,No,0,No Loan,765,183038,239.27
BPM101696,Mand Emporium,Food & Beverage,Restaurant,Delhi,East Delhi,East Delhi,Tier 3,110081,2024-02-22,Referral,Android Mid-Range,Active,2025-05-07,No,No,No,0,No Loan,503,162343,322.75
BPM101697,Dora Traders,Food & Beverage,Juice Center,Gujarat,Ahmedabad,Ahmedabad,Tier 1,367032,2023-03-15,Field Sales,Android Low-End,Active,2025-04-23,Yes,No,Yes,1,Paid,1202,119082,99.07
BPM101698,Pingle Enterprise,Retail,General Store,Gujarat,Rajkot,Rajkot,Tier 2,367506,2023-12-25,Referral,Android Low-End,Active,2025-04-26,Yes,Yes,No,3,Paid,627,55504,88.52
BPM101699,Lal Mart,Wholesale,Stationery Wholesale,Karnataka,Mangalore,Mangalore,Tier 1,574557,2023-11-16,App Store Download,Android Low-End,Active,2025-05-12,Yes,No,No,0,No Loan,212,501375,2364.98
BPM101700,Sundaram Shop,Retail,Mobile Shop,Maharashtra,Aurangabad,Aurangabad,Tier 3,428828,2022-12-21,Field Sales,Android Mid-Range,Active,2025-05-12,Yes,Yes,No,2,Active,502,63852,127.2
BPM101701,Pratyush Enterprise,Food & Beverage,Restaurant,West Bengal,Kolkata,Kolkata,Tier 1,725791,2023-01-01,Field Sales,Android Low-End,Active,2025-05-07,Yes,No,No,4,Active,1127,169890,150.75
BPM101702,Oza Dukaan,Retail,Stationery,Tamil Nadu,Salem,Salem,Tier 2,634566,2023-04-23,Field Sales,Android Mid-Range,Dormant,2025-02-21,Yes,Yes,No,0,No Loan,622,147024,236.37
BPM101703,Mitesh Traders,Food & Beverage,Dhaba,West Bengal,Siliguri,Siliguri,Tier 2,713175,2024-04-26,Field Sales,Android Mid-Range,Active,2025-05-01,Yes,Yes,No,0,No Loan,972,125243,128.85
BPM101704,Nitara Point,Food & Beverage,Juice Center,Tamil Nadu,Coimbatore,Coimbatore,Tier 3,606689,2023-01-16,Field Sales,Android Low-End,Active,2025-05-07,Yes,Yes,No,0,No Loan,628,89309,142.21
BPM101705,Sarraf Store,Services,Travel Agency,Karnataka,Belgaum,Belgaum,Tier 2,573143,2023-05-14,Referral,Android Low-End,Active,2025-04-27,Yes,No,Yes,0,No Loan,156,76960,493.33
BPM101706,D’Alia & Sons,Wholesale,Stationery Wholesale,Rajasthan,Ajmer,Ajmer,Tier 3,302853,2023-05-19,App Store Download,Android High-End,Active,2025-05-14,Yes,Yes,No,1,Active,99,297618,3006.24
BPM101707,Vamakshi Store,Wholesale,Electronics Wholesale,West Bengal,Kolkata,Kolkata,Tier 1,731929,2023-01-09,Digital Marketing,Android Low-End,Active,2025-05-18,Yes,Yes,No,0,No Loan,139,627313,4513.04
BPM101708,Som Mart,Wholesale,Stationery Wholesale,Rajasthan,Jaipur,Jaipur,Tier 2,308877,2024-02-06,Referral,Android Mid-Range,Active,2025-04-23,Yes,No,Yes,4,Active,68,445684,6554.18
BPM101709,Dhillon Store,Retail,Clothing,Uttar Pradesh,Meerut,Meerut,Tier 3,238720,2022-12-30,Partner Bank,Android Mid-Range,Active,2025-05-02,Yes,Yes,Yes,2,Active,370,104508,282.45
BPM101710,Arora Store,Retail,Grocery,Uttar Pradesh,Meerut,Meerut,Tier 3,271270,2023-05-28,Merchant Event,iPhone,Churned,2025-03-01,Yes,Yes,No,0,No Loan,509,88417,173.71
BPM101711,Sen Junction,Wholesale,Textile Wholesale,Maharashtra,Nashik,Nashik,Tier 1,404097,2023-06-28,Digital Marketing,Android Mid-Range,Active,2025-05-08,Yes,Yes,No,2,Active,129,493288,3823.94
BPM101712,Irya Center,Wholesale,Textile Wholesale,Karnataka,Mysore,Mysore,Tier 2,581699,2023-09-20,Field Sales,iPhone,Active,2025-05-02,Yes,No,No,2,Active,152,508945,3348.32
BPM101713,Nayak & Co.,Retail,Medical Store,Punjab,Ludhiana,Ludhiana,Tier 2,161221,2023-05-16,Field Sales,Android Low-End,Active,2025-05-19,Yes,Yes,No,2,Active,402,144682,359.91
BPM101714,Guneet Emporium,Retail,Hardware,Karnataka,Belgaum,Belgaum,Tier 1,576646,2022-11-21,App Store Download,Android Mid-Range,Active,2025-05-04,Yes,No,Yes,0,No Loan,602,127870,212.41
BPM101715,Mahika Traders,Retail,Stationery,Punjab,Jalandhar,Jalandhar,Tier 3,164085,2024-01-26,Digital Marketing,Android Mid-Range,Active,2025-04-24,Yes,No,No,0,No Loan,578,72557,125.53
BPM101716,Wyatt Store,Wholesale,Grocery Wholesale,Uttar Pradesh,Agra,Agra,Tier 3,248969,2022-05-31,Field Sales,Android High-End,Active,2025-05-02,Yes,No,Yes,2,Active,108,252224,2335.41
